Type,num_part,num_dim,steps,warmup,alpha,energy,kin_en,pot_en,acceptance_rate,time
MonteCarlo,100,3,100000,10000,0.66,156.2350519,99.97840464,56.25664727,0.44488,4274
MonteCarlo,100,3,100000,10000,0.7,159.1604935,106.2027702,52.95772325,0.43156,4488
MonteCarlo,1,3,5000,500,0.3,1.709878605,0.4444432848,1.26543532,0.5984,2
MonteCarlo,1,3,5000,500,0.34,1.61456152,0.508606312,1.105955208,0.584,2
MonteCarlo,1,3,5000,500,0.38,1.557446875,0.5691730236,0.9882738512,0.5622,2
MonteCarlo,1,3,5000,500,0.42,1.514044846,0.6511207756,0.8629240708,0.5476,2
MonteCarlo,1,3,5000,500,0.46,1.504607073,0.6933631072,0.811243966,0.5296,2
MonteCarlo,1,3,5000,500,0.5,1.5,0.7359788029,0.7640211971,0.512,2
MonteCarlo,1,3,5000,500,0.54,1.50476232,0.8122281876,0.6925341327,0.4968,2
MonteCarlo,1,3,5000,500,0.58,1.512154841,0.8528806531,0.6592741876,0.4818,3
MonteCarlo,1,3,5000,500,0.62,1.536006244,0.9333392872,0.6026669568,0.4658,2
MonteCarlo,1,3,5000,500,0.66,1.569303977,1.016103514,0.5532004626,0.4542,2
MonteCarlo,1,3,5000,500,0.7,1.576199321,1.030573613,0.5456257074,0.4324,2
MonteCarlo,5,3,25000,2500,0.3,8.403682787,2.304178432,6.099504355,0.59864,13
MonteCarlo,5,3,25000,2500,0.34,7.99065355,2.613693822,5.376959729,0.57916,15
MonteCarlo,5,3,25000,2500,0.38,7.770399794,2.86888513,4.901514664,0.55816,13
MonteCarlo,5,3,25000,2500,0.42,7.603810909,3.175105377,4.428705532,0.53592,14
MonteCarlo,5,3,25000,2500,0.46,7.514654175,3.512999389,4.001654786,0.52128,14
MonteCarlo,5,3,25000,2500,0.5,7.5,3.86375953,3.63624047,0.50092,13
MonteCarlo,5,3,25000,2500,0.54,7.536229399,4.148184925,3.388044474,0.48528,13
MonteCarlo,5,3,25000,2500,0.58,7.594287333,4.394887254,3.199400079,0.46864,13
MonteCarlo,5,3,25000,2500,0.62,7.694829297,4.709020696,2.9858086,0.45776,14
MonteCarlo,5,3,25000,2500,0.66,7.860582255,5.113521714,2.747060541,0.43948,13
MonteCarlo,5,3,25000,2500,0.7,7.978577781,5.352096302,2.626481478,0.42732,15
MonteCarlo,10,3,50000,5000,0.3,16.8786265,4.568272596,12.3103539,0.60176,30
MonteCarlo,10,3,50000,5000,0.34,16.14888064,5.083254447,11.0656262,0.57794,30
MonteCarlo,10,3,50000,5000,0.38,15.52738399,5.75611507,9.771268923,0.55628,30
MonteCarlo,10,3,50000,5000,0.42,15.19811757,6.372989944,8.82512763,0.53866,30
MonteCarlo,10,3,50000,5000,0.46,15.04682406,6.929479943,8.117344112,0.52152,30
MonteCarlo,10,3,50000,5000,0.5,15,7.612986852,7.387013148,0.50286,30
MonteCarlo,10,3,50000,5000,0.54,15.05780018,8.193618543,6.864181633,0.4869,30
MonteCarlo,10,3,50000,5000,0.58,15.18751384,8.785644155,6.401869683,0.4724,30
MonteCarlo,10,3,50000,5000,0.62,15.36772632,9.355312492,6.012413832,0.45536,30
MonteCarlo,10,3,50000,5000,0.66,15.59326529,9.926866159,5.666399128,0.44148,32
MonteCarlo,10,3,50000,5000,0.7,15.90528911,10.5982986,5.306990509,0.43266,30
MonteCarlo,25,3,125000,12500,0.3,42.7521689,11.108155,31.6440139,0.601416,96
MonteCarlo,25,3,125000,12500,0.34,40.54020156,12.56363616,27.9765654,0.579184,96
MonteCarlo,25,3,125000,12500,0.38,39.05394618,14.06827815,24.98566803,0.557608,98
MonteCarlo,25,3,125000,12500,0.42,38.11394789,15.64809228,22.46585561,0.537528,105
MonteCarlo,25,3,125000,12500,0.46,37.65919657,17.09151059,20.56768597,0.52012,97
MonteCarlo,25,3,125000,12500,0.5,37.5,18.54776246,18.95223754,0.503048,98
MonteCarlo,25,3,125000,12500,0.54,37.58618487,20.07527662,17.51090825,0.487144,96
MonteCarlo,25,3,125000,12500,0.58,37.92237845,21.78342721,16.13895124,0.47284,97
MonteCarlo,25,3,125000,12500,0.62,38.33473588,23.14637255,15.18836333,0.4582,97
MonteCarlo,25,3,125000,12500,0.66,38.89809411,24.61750966,14.28058445,0.444752,97
MonteCarlo,25,3,125000,12500,0.7,39.58158942,26.12491173,13.45667769,0.43296,97
MonteCarlo,50,3,250000,25000,0.3,85.18228412,22.39746518,62.78481893,0.601696,272
MonteCarlo,50,3,250000,25000,0.34,80.74454739,25.41614823,55.32839916,0.578644,272
MonteCarlo,50,3,250000,25000,0.38,77.98058682,28.31063697,49.66994985,0.557856,273
MonteCarlo,50,3,250000,25000,0.42,76.15757174,31.46473295,44.69283879,0.538888,273
MonteCarlo,50,3,250000,25000,0.46,75.2520244,34.54874052,40.70328388,0.52076,272
MonteCarlo,50,3,250000,25000,0.5,75,37.32191773,37.67808227,0.504188,274
MonteCarlo,50,3,250000,25000,0.54,75.18912747,40.26801851,34.92110896,0.488548,272
MonteCarlo,50,3,250000,25000,0.58,75.88758739,43.73361571,32.15397168,0.471624,274
MonteCarlo,50,3,250000,25000,0.62,76.75586106,46.53982881,30.21603225,0.458772,273
MonteCarlo,50,3,250000,25000,0.66,77.83689601,49.33055982,28.50633619,0.444544,273
MonteCarlo,50,3,250000,25000,0.7,79.3708446,52.67380772,26.69703688,0.430912,274
MonteCarlo,100,3,500000,50000,0.3,170.6112171,44.65619036,125.9550268,0.602616,845
MonteCarlo,100,3,500000,50000,0.34,161.5547967,50.77578495,110.7790118,0.579304,846
MonteCarlo,100,3,500000,50000,0.38,155.9760249,56.60096598,99.37505891,0.558658,846
MonteCarlo,100,3,500000,50000,0.42,152.4730612,62.55097839,89.92208278,0.539906,849
MonteCarlo,100,3,500000,50000,0.46,150.5495147,68.84694497,81.70256975,0.521028,850
MonteCarlo,100,3,500000,50000,0.5,150,74.52336008,75.47663992,0.504058,869
MonteCarlo,100,3,500000,50000,0.54,150.4283367,80.8870912,69.54124554,0.487908,858
MonteCarlo,100,3,500000,50000,0.58,151.5754143,86.68946019,64.88595408,0.472984,925
MonteCarlo,100,3,500000,50000,0.62,153.4585195,92.9274917,60.53102777,0.459132,851
MonteCarlo,100,3,500000,50000,0.66,155.9036626,99.200622,56.70304063,0.445766,862
MonteCarlo,100,3,500000,50000,0.7,158.6550668,105.1707613,53.48430544,0.43244,890
MonteCarlo,1,3,5000,500,0.3,1.709878736,0.4444434163,1.26543532,0.5984,4
MonteCarlo,1,3,5000,500,0.34,1.614561638,0.5086064307,1.105955208,0.584,4
MonteCarlo,1,3,5000,500,0.38,1.557446915,0.5691730633,0.9882738512,0.5622,4
MonteCarlo,1,3,5000,500,0.42,1.51404492,0.6511208488,0.8629240708,0.5476,3
MonteCarlo,1,3,5000,500,0.46,1.504607072,0.6933631065,0.811243966,0.5296,4
MonteCarlo,1,3,5000,500,0.5,1.500000047,0.7359788494,0.7640211971,0.512,4
MonteCarlo,1,3,5000,500,0.54,1.5047624,0.8122282678,0.6925341327,0.4968,3
MonteCarlo,1,3,5000,500,0.58,1.512154739,0.8528805511,0.6592741876,0.4818,4
MonteCarlo,1,3,5000,500,0.62,1.53600636,0.9333394031,0.6026669568,0.4658,4
MonteCarlo,1,3,5000,500,0.66,1.569304077,1.016103615,0.5532004626,0.4542,4
MonteCarlo,1,3,5000,500,0.7,1.576199425,1.030573718,0.5456257074,0.4324,3
MonteCarlo,5,3,25000,2500,0.3,8.403682536,2.304178181,6.099504355,0.59864,55
MonteCarlo,5,3,25000,2500,0.34,7.990653621,2.613693893,5.376959729,0.57916,53
MonteCarlo,5,3,25000,2500,0.38,7.770399752,2.868885088,4.901514664,0.55816,58
MonteCarlo,5,3,25000,2500,0.42,7.603810845,3.175105313,4.428705532,0.53592,59
MonteCarlo,5,3,25000,2500,0.46,7.514654057,3.512999271,4.001654786,0.52128,53
MonteCarlo,5,3,25000,2500,0.5,7.499999946,3.863759476,3.63624047,0.50092,54
MonteCarlo,5,3,25000,2500,0.54,7.536229382,4.148184907,3.388044474,0.48528,54
MonteCarlo,5,3,25000,2500,0.58,7.59428691,4.394886832,3.199400079,0.46864,72
MonteCarlo,5,3,25000,2500,0.62,7.694829193,4.709020593,2.9858086,0.45776,57
MonteCarlo,5,3,25000,2500,0.66,7.860581992,5.113521451,2.747060541,0.43948,56
MonteCarlo,5,3,25000,2500,0.7,7.97857794,5.352096461,2.626481478,0.42732,53
MonteCarlo,10,3,50000,5000,0.3,16.87862678,4.568272882,12.3103539,0.60176,205
MonteCarlo,10,3,50000,5000,0.34,16.14888049,5.083254298,11.0656262,0.57794,214
MonteCarlo,10,3,50000,5000,0.38,15.52738381,5.756114887,9.771268923,0.55628,195
MonteCarlo,10,3,50000,5000,0.42,15.19811766,6.372990027,8.82512763,0.53866,223
MonteCarlo,10,3,50000,5000,0.46,15.04682406,6.929479952,8.117344112,0.52152,198
MonteCarlo,10,3,50000,5000,0.5,15.00000052,7.612987368,7.387013148,0.50286,192
MonteCarlo,10,3,50000,5000,0.54,15.05780011,8.193618475,6.864181633,0.4869,196
MonteCarlo,10,3,50000,5000,0.58,15.18751437,8.785644683,6.401869683,0.4724,195
MonteCarlo,10,3,50000,5000,0.62,15.3677255,9.355311665,6.012413832,0.45536,193
MonteCarlo,10,3,50000,5000,0.66,15.59326542,9.926866291,5.666399128,0.44148,190
MonteCarlo,10,3,50000,5000,0.7,15.90528826,10.59829775,5.306990509,0.43266,190
MonteCarlo,25,3,125000,12500,0.3,42.75216652,11.10815262,31.6440139,0.601416,1143
MonteCarlo,25,3,125000,12500,0.34,40.54020694,12.56364154,27.9765654,0.579184,1130
MonteCarlo,25,3,125000,12500,0.38,39.05394516,14.06827713,24.98566803,0.557608,1129
MonteCarlo,25,3,125000,12500,0.42,38.11394718,15.64809157,22.46585561,0.537528,1133
MonteCarlo,25,3,125000,12500,0.46,37.6591971,17.09151112,20.56768597,0.52012,1141
MonteCarlo,25,3,125000,12500,0.5,37.49999758,18.54776003,18.95223754,0.503048,1131
MonteCarlo,25,3,125000,12500,0.54,37.58618143,20.07527319,17.51090825,0.487144,1138
MonteCarlo,25,3,125000,12500,0.58,37.92237504,21.7834238,16.13895124,0.47284,1133
MonteCarlo,25,3,125000,12500,0.62,38.33473453,23.14637121,15.18836333,0.4582,1134
MonteCarlo,25,3,125000,12500,0.66,38.89809569,24.61751125,14.28058445,0.444752,1129
MonteCarlo,25,3,125000,12500,0.7,39.58158923,26.12491154,13.45667769,0.43296,1135
MonteCarlo,50,3,250000,25000,0.3,85.18227695,22.39745801,62.78481893,0.601696,4610
MonteCarlo,50,3,250000,25000,0.34,80.74454789,25.41614873,55.32839916,0.578644,5113
MonteCarlo,50,3,250000,25000,0.38,77.98058686,28.31063701,49.66994985,0.557856,4607
MonteCarlo,50,3,250000,25000,0.42,76.15756396,31.46472517,44.69283879,0.538888,5081
MonteCarlo,50,3,250000,25000,0.46,75.25203835,34.54875446,40.70328388,0.52076,4666
MonteCarlo,50,3,250000,25000,0.5,74.99999975,37.32191748,37.67808227,0.504188,4696
MonteCarlo,50,3,250000,25000,0.54,75.18913846,40.2680295,34.92110896,0.488548,4676
MonteCarlo,50,3,250000,25000,0.58,75.88757716,43.73360548,32.15397168,0.471624,4751
MonteCarlo,50,3,250000,25000,0.62,76.75585847,46.53982621,30.21603225,0.458772,4729
MonteCarlo,1,3,10000,1000,0.3,1.686382313,0.4576599488,1.228722364,0.6018,4
MonteCarlo,1,3,10000,1000,0.34,1.59877728,0.5221826373,1.076594642,0.5883,4
MonteCarlo,1,3,10000,1000,0.38,1.546142427,0.5846309997,0.9615114272,0.5613,4
MonteCarlo,1,3,10000,1000,0.42,1.513747724,0.6518329018,0.8619148217,0.5478,5
MonteCarlo,1,3,10000,1000,0.46,1.504013815,0.6966322089,0.8073816057,0.5291,4
MonteCarlo,1,3,10000,1000,0.5,1.5,0.7459227885,0.7540772115,0.5116,4
MonteCarlo,1,3,10000,1000,0.54,1.505613648,0.8181956685,0.6874179797,0.4981,5
MonteCarlo,1,3,10000,1000,0.58,1.521352903,0.8886934783,0.6326594246,0.4795,4
MonteCarlo,1,3,10000,1000,0.62,1.539794926,0.9441753688,0.5956195573,0.4671,4
MonteCarlo,1,3,10000,1000,0.66,1.559168774,0.9923163686,0.5668524055,0.4547,5
MonteCarlo,1,3,10000,1000,0.7,1.596947775,1.07293504,0.5240127346,0.4339,4
MonteCarlo,5,3,50000,5000,0.3,8.474474792,2.264357929,6.210116863,0.59888,26
MonteCarlo,5,3,50000,5000,0.34,8.052500141,2.56049839,5.492001751,0.5796,26
MonteCarlo,5,3,50000,5000,0.38,7.785269144,2.84855242,4.936716724,0.55742,27
MonteCarlo,5,3,50000,5000,0.42,7.602063561,3.179293312,4.422770249,0.53746,26
MonteCarlo,5,3,50000,5000,0.46,7.524070824,3.461109731,4.062961092,0.52202,27
MonteCarlo,5,3,50000,5000,0.5,7.5,3.775449912,3.724550088,0.50178,26
MonteCarlo,5,3,50000,5000,0.54,7.521706556,4.046385381,3.475321176,0.4861,26
MonteCarlo,5,3,50000,5000,0.58,7.588042258,4.37057194,3.217470318,0.46978,27
MonteCarlo,5,3,50000,5000,0.62,7.68574356,4.683034407,3.002709152,0.4561,26
MonteCarlo,5,3,50000,5000,0.66,7.841980866,5.069864575,2.772116291,0.44096,26
MonteCarlo,5,3,50000,5000,0.7,7.942347434,5.278126011,2.664221423,0.42924,27
MonteCarlo,10,3,100000,10000,0.3,16.90020476,4.55613482,12.34406994,0.60168,59
MonteCarlo,10,3,100000,10000,0.34,16.09451884,5.130012069,10.96450677,0.57918,61
MonteCarlo,10,3,100000,10000,0.38,15.56574187,5.703663576,9.862078297,0.55782,60
MonteCarlo,10,3,100000,10000,0.42,15.22127014,6.31749928,8.903770862,0.53945,60
MonteCarlo,10,3,100000,10000,0.46,15.04868389,6.919231469,8.129452423,0.52255,60
MonteCarlo,10,3,100000,10000,0.5,15,7.576746469,7.423253531,0.50452,60
MonteCarlo,10,3,100000,10000,0.54,15.06659323,8.255254477,6.811338755,0.48814,60
MonteCarlo,10,3,100000,10000,0.58,15.17222688,8.726124115,6.446102769,0.47365,60
MonteCarlo,10,3,100000,10000,0.62,15.35770995,9.326664484,6.031045471,0.45856,61
MonteCarlo,10,3,100000,10000,0.66,15.58516213,9.907848184,5.677313944,0.44413,60
MonteCarlo,10,3,100000,10000,0.7,15.89248708,10.57216112,5.320325959,0.43337,61
MonteCarlo,25,3,250000,25000,0.3,42.59929623,11.19414587,31.40515037,0.601748,192
MonteCarlo,25,3,250000,25000,0.34,40.38492252,12.69719462,27.68772791,0.578328,193
MonteCarlo,25,3,250000,25000,0.38,38.97884711,14.17097043,24.80787667,0.558364,193
MonteCarlo,25,3,250000,25000,0.42,38.07809737,15.73401663,22.34408074,0.538508,192
MonteCarlo,25,3,250000,25000,0.46,37.6563819,17.10702058,20.54936132,0.522096,199
MonteCarlo,25,3,250000,25000,0.5,37.5,18.69701205,18.80298795,0.503576,194
MonteCarlo,25,3,250000,25000,0.54,37.61169715,20.25410792,17.35758923,0.487244,193
MonteCarlo,25,3,250000,25000,0.58,37.92180766,21.78120481,16.14060285,0.473032,193
MonteCarlo,25,3,250000,25000,0.62,38.37874961,23.27225706,15.10649255,0.458092,194
MonteCarlo,25,3,250000,25000,0.66,38.94310725,24.72315474,14.21995251,0.444684,194
MonteCarlo,25,3,250000,25000,0.7,39.66753278,26.30037942,13.36715335,0.43258,194
MonteCarlo,50,3,500000,50000,0.3,85.21663545,22.37814256,62.83849289,0.602366,549
MonteCarlo,50,3,500000,50000,0.34,80.74267457,25.41775908,55.32491549,0.579576,545
MonteCarlo,50,3,500000,50000,0.38,77.99572645,28.28993466,49.70579179,0.558892,544
MonteCarlo,50,3,500000,50000,0.42,76.18025735,31.41036146,44.76989589,0.539878,547
MonteCarlo,50,3,500000,50000,0.46,75.27590758,34.41713429,40.85877328,0.521462,547
MonteCarlo,50,3,500000,50000,0.5,75,37.41218683,37.58781317,0.504402,548
MonteCarlo,50,3,500000,50000,0.54,75.19166166,40.28578218,34.90587948,0.489002,547
MonteCarlo,50,3,500000,50000,0.58,75.8358541,43.53219119,32.30366291,0.473152,549
MonteCarlo,50,3,500000,50000,0.62,76.74285922,46.50264199,30.24021723,0.458652,547
MonteCarlo,50,3,500000,50000,0.66,77.86317391,49.3922336,28.47094031,0.44578,555
MonteCarlo,50,3,500000,50000,0.7,79.34904555,52.62930133,26.71974422,0.43201,547
MonteCarlo,100,3,1000000,100000,0.3,170.1631939,44.90820343,125.2549905,0.602499,1692
MonteCarlo,100,3,1000000,100000,0.34,161.234855,51.05097293,110.1838821,0.57944,1695
MonteCarlo,100,3,1000000,100000,0.38,155.7505788,56.90924636,98.84133247,0.559051,1697
MonteCarlo,100,3,1000000,100000,0.42,152.3172188,62.92449185,89.39272697,0.540069,1694
MonteCarlo,100,3,1000000,100000,0.46,150.5560962,68.81067849,81.74541766,0.521823,1745
MonteCarlo,100,3,1000000,100000,0.5,150,75.00216638,74.99783362,0.504385,1738
MonteCarlo,100,3,1000000,100000,0.54,150.4480837,81.02550955,69.42257411,0.488574,1743
MonteCarlo,100,3,1000000,100000,0.58,151.6860696,87.12029884,64.56577078,0.473602,1752
MonteCarlo,100,3,1000000,100000,0.62,153.5084932,93.07042254,60.43807067,0.459332,1729
MonteCarlo,100,3,1000000,100000,0.66,155.8823136,99.15051613,56.73179744,0.44601,1738
MonteCarlo,100,3,1000000,100000,0.7,158.5762016,105.009745,53.56645665,0.433655,1716
MonteCarlo,1,3,10000,1000,0.3,1.686382376,0.4576600117,1.228722364,0.6018,7
MonteCarlo,1,3,10000,1000,0.34,1.598777322,0.5221826798,1.076594642,0.5883,7
MonteCarlo,1,3,10000,1000,0.38,1.546142364,0.5846309366,0.9615114272,0.5613,7
MonteCarlo,1,3,10000,1000,0.42,1.513747645,0.6518328237,0.8619148217,0.5478,9
MonteCarlo,1,3,10000,1000,0.46,1.50401384,0.6966322341,0.8073816057,0.5291,9
MonteCarlo,1,3,10000,1000,0.5,1.500000059,0.7459228479,0.7540772115,0.5116,7
MonteCarlo,1,3,10000,1000,0.54,1.505613703,0.8181957236,0.6874179797,0.4981,8
MonteCarlo,1,3,10000,1000,0.58,1.521352936,0.8886935112,0.6326594246,0.4795,7
MonteCarlo,1,3,10000,1000,0.62,1.539795064,0.9441755071,0.5956195573,0.4671,7
MonteCarlo,1,3,10000,1000,0.66,1.559168891,0.9923164859,0.5668524055,0.4547,7
MonteCarlo,1,3,10000,1000,0.7,1.596947842,1.072935107,0.5240127346,0.4339,7
MonteCarlo,5,3,50000,5000,0.3,8.474474738,2.264357876,6.210116863,0.59888,110
MonteCarlo,5,3,50000,5000,0.34,8.05250027,2.560498519,5.492001751,0.5796,109
MonteCarlo,5,3,50000,5000,0.38,7.78526917,2.848552445,4.936716724,0.55742,105
MonteCarlo,5,3,50000,5000,0.42,7.602063826,3.179293577,4.422770249,0.53746,107
MonteCarlo,5,3,50000,5000,0.46,7.524070842,3.461109749,4.062961092,0.52202,105
MonteCarlo,5,3,50000,5000,0.5,7.500000156,3.775450067,3.724550088,0.50178,115
MonteCarlo,5,3,50000,5000,0.54,7.521706611,4.046385435,3.475321176,0.4861,107
MonteCarlo,5,3,50000,5000,0.58,7.588042119,4.370571801,3.217470318,0.46978,106
MonteCarlo,5,3,50000,5000,0.62,7.685743434,4.683034281,3.002709152,0.4561,108
MonteCarlo,5,3,50000,5000,0.66,7.841980821,5.06986453,2.772116291,0.44096,119
MonteCarlo,5,3,50000,5000,0.7,7.942347544,5.278126121,2.664221423,0.42924,109
MonteCarlo,10,3,100000,10000,0.3,16.90020529,4.556135345,12.34406994,0.60168,427
MonteCarlo,10,3,100000,10000,0.34,16.09451906,5.130012292,10.96450677,0.57918,382
MonteCarlo,10,3,100000,10000,0.38,15.56574136,5.703663065,9.862078297,0.55782,393
MonteCarlo,10,3,100000,10000,0.42,15.22126976,6.317498896,8.903770862,0.53945,390
MonteCarlo,10,3,100000,10000,0.46,15.0486838,6.919231376,8.129452423,0.52255,404
MonteCarlo,10,3,100000,10000,0.5,14.99999982,7.576746286,7.423253531,0.50452,398
MonteCarlo,10,3,100000,10000,0.54,15.06659413,8.255255376,6.811338755,0.48814,421
MonteCarlo,10,3,100000,10000,0.58,15.17222729,8.72612452,6.446102769,0.47365,384
MonteCarlo,10,3,100000,10000,0.62,15.35770959,9.326664116,6.031045471,0.45856,383
MonteCarlo,10,3,100000,10000,0.66,15.58516226,9.907848319,5.677313944,0.44413,403
MonteCarlo,10,3,100000,10000,0.7,15.89248725,10.57216129,5.320325959,0.43337,403
MonteCarlo,25,3,250000,25000,0.3,42.59929659,11.19414623,31.40515037,0.601748,2304
MonteCarlo,25,3,250000,25000,0.34,40.38492383,12.69719592,27.68772791,0.578328,2310
MonteCarlo,25,3,250000,25000,0.38,38.97884697,14.17097029,24.80787667,0.558364,2296
MonteCarlo,25,3,250000,25000,0.42,38.0780967,15.73401597,22.34408074,0.538508,2305
MonteCarlo,25,3,250000,25000,0.46,37.6563836,17.10702228,20.54936132,0.522096,2281
MonteCarlo,25,3,250000,25000,0.5,37.4999974,18.69700945,18.80298795,0.503576,2508
MonteCarlo,25,3,250000,25000,0.54,37.61169627,20.25410704,17.35758923,0.487244,2586
MonteCarlo,25,3,250000,25000,0.58,37.92180668,21.78120384,16.14060285,0.473032,2324
MonteCarlo,25,3,250000,25000,0.62,38.37874915,23.27225661,15.10649255,0.458092,2286
MonteCarlo,25,3,250000,25000,0.66,38.94310704,24.72315453,14.21995251,0.444684,2606
MonteCarlo,25,3,250000,25000,0.7,39.66753186,26.30037851,13.36715335,0.43258,2301
MonteCarlo,50,3,500000,50000,0.3,85.21663725,22.37814436,62.83849289,0.602366,9631
MonteCarlo,50,3,500000,50000,0.34,80.74267426,25.41775877,55.32491549,0.579576,10034
MonteCarlo,50,3,500000,50000,0.38,77.99572767,28.28993588,49.70579179,0.558892,9764
MonteCarlo,50,3,500000,50000,0.42,76.18025943,31.41036354,44.76989589,0.539878,9304
MonteCarlo,50,3,500000,50000,0.46,75.2759154,34.41714211,40.85877328,0.521462,9496
MonteCarlo,50,3,500000,50000,0.5,74.99999709,37.41218392,37.58781317,0.504402,10190
MonteCarlo,50,3,500000,50000,0.54,75.19166283,40.28578336,34.90587948,0.489002,9666
MonteCarlo,50,3,500000,50000,0.58,75.83585456,43.53219165,32.30366291,0.473152,9649
MonteCarlo,50,3,500000,50000,0.62,76.74285184,46.50263461,30.24021723,0.458652,10220
MonteCarlo,50,3,500000,50000,0.66,77.86317226,49.39223194,28.47094031,0.44578,9265
MonteCarlo,50,3,500000,50000,0.7,79.34904996,52.62930574,26.71974422,0.43201,9930
MonteCarlo,100,3,1000000,100000,0.3,170.1632033,44.90821283,125.2549905,0.602499,44455
MonteCarlo,100,3,1000000,100000,0.34,161.234841,51.05095896,110.1838821,0.57944,41910
MonteCarlo,100,3,1000000,100000,0.38,155.7505743,56.90924179,98.84133247,0.559051,44256
MonteCarlo,100,3,1000000,100000,0.42,152.3172191,62.92449217,89.39272697,0.540069,42457
MonteCarlo,100,3,1000000,100000,0.46,150.5560974,68.81067978,81.74541766,0.521823,41918
MonteCarlo,100,3,1000000,100000,0.5,149.9999912,75.00215759,74.99783362,0.504385,42282
MonteCarlo,100,3,1000000,100000,0.54,150.4480906,81.02551651,69.42257411,0.488574,41840
MonteCarlo,100,3,1000000,100000,0.58,151.6860872,87.12031644,64.56577078,0.473602,44287
MonteCarlo,100,3,1000000,100000,0.62,153.508514,93.0704433,60.43807067,0.459332,41911
MonteCarlo,100,3,1000000,100000,0.66,155.8823197,99.15052227,56.73179744,0.44601,41852
MonteCarlo,100,3,1000000,100000,0.7,158.5762017,105.0097451,53.56645665,0.433655,41900
